image,video,subject,exercise,split,frame
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_bad_diagonal_frame_000213.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_009_bicep_curl_bad_diagonal.mp4,009,bicep_curl,train,213
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_bad_diagonal_frame_000247.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_009_bicep_curl_bad_diagonal.mp4,009,bicep_curl,train,247
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_bad_diagonal_frame_000280.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_009_bicep_curl_bad_diagonal.mp4,009,bicep_curl,train,280
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_bad_diagonal_frame_000314.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_009_bicep_curl_bad_diagonal.mp4,009,bicep_curl,train,314
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_bad_diagonal_frame_000347.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_009_bicep_curl_bad_diagonal.mp4,009,bicep_curl,train,347
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_bad_diagonal_frame_000381.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_009_bicep_curl_bad_diagonal.mp4,009,bicep_curl,train,381
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_bad_diagonal_frame_000415.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_009_bicep_curl_bad_diagonal.mp4,009,bicep_curl,train,415
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000048.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,48
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000083.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,83
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000118.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,118
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000154.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,154
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000189.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,189
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000225.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,225
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000260.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,260
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000296.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,296
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000331.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,331
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000367.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,367
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000402.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,402
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_bad_diagonal_frame_000438.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_010_bicep_curl_bad_diagonal.mp4,010,bicep_curl,test,438
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000046.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,46
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000079.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,79
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000113.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,113
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000147.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,147
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000181.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,181
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000215.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,215
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000248.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,248
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000282.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,282
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000316.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,316
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000350.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,350
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000384.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,384
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_bad_diagonal_frame_000418.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_011_bicep_curl_bad_diagonal.mp4,011,bicep_curl,val,418
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000048.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,48
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000083.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,83
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000118.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,118
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000153.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,153
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000189.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,189
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000224.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,224
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000259.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,259
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000294.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,294
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000330.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,330
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000365.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,365
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000400.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,400
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_bad_diagonal_frame_000436.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_012_bicep_curl_bad_diagonal.mp4,012,bicep_curl,train,436
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000045.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,45
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000078.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,78
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000111.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,111
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000144.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,144
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000178.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,178
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000211.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,211
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000244.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,244
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000277.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,277
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000311.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,311
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000344.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,344
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000377.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,377
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_bad_diagonal_frame_000411.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_013_bicep_curl_bad_diagonal.mp4,013,bicep_curl,test,411
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000045.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,45
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000078.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,78
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000111.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,111
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000144.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,144
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000177.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,177
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000210.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,210
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000244.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,244
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000277.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,277
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000310.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,310
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000343.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,343
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000376.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,376
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_bad_diagonal_frame_000410.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_014_bicep_curl_bad_diagonal.mp4,014,bicep_curl,train,410
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000045.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,45
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000077.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,77
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000110.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,110
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000143.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,143
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000176.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,176
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000209.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,209
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000242.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,242
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000275.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,275
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000308.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,308
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000341.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,341
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000374.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,374
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_015_bicep_curl_bad_diagonal_frame_000407.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_015_bicep_curl_bad_diagonal.mp4,015,bicep_curl,train,407
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_016_bicep_curl_bad_diagonal_frame_000044.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_016_bicep_curl_bad_diagonal.mp4,016,bicep_curl,train,44
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_016_bicep_curl_bad_diagonal_frame_000076.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_016_bicep_curl_bad_diagonal.mp4,016,bicep_curl,train,76
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_016_bicep_curl_bad_diagonal_frame_000108.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\bad\diagonal\subject_016_bicep_curl_bad_diagonal.mp4,016,bicep_curl,train,108
